person_id,age_group,hours_of_sleep,exercise_per_week,income_satisfaction,social_interactions_per_week,stress_level,diet_quality_score,screen_time_hours,urban_rural,employment_status,relationship_status,religious_affiliation,political_alignment,sexual_orientation,music_listening_hours,favorite_tv_genre,pet_ownership,region,happiness_score,high_stress,depression_risk
1540,26–40,7.0,4,4.4,10,7.8,4.0,5.9,suburban,student,widowed,other,other,heterosexual,1.6,sports,yes,south,4.7,yes,medium
1541,26–40,7.1,2,1.4,7,2.1,3.4,5.9,suburban,student,divorced,none,center,other,0.2,comedy,yes,east,2.2,no,high
1542,26–40,7.4,0,4.2,6,2.3,2.4,4.6,urban,student,widowed,christian,other,heterosexual,1.3,drama,yes,east,6.5,no,medium
1543,18–25,8.6,5,1.8,5,4.3,1.4,5.4,urban,unemployed,married,muslim,other,homosexual,-1.3,sports,no,south,3.1,no,high
1544,41–60,5.8,1,4.1,6,3.7,2.6,5.9,suburban,unemployed,widowed,muslim,left,bisexual,-0.1,drama,yes,north,2.7,no,high
1545,41–60,8.4,5,8.5,9,8.2,3.6,2.4,suburban,unemployed,single,none,right,heterosexual,2.8,news,yes,east,4.6,yes,medium
1546,26–40,5.2,1,6.5,5,6.8,4.5,5.3,suburban,retired,divorced,hindu,center,bisexual,1.9,comedy,yes,south,3.6,no,high
1547,26–40,6.0,2,7.1,7,5.5,2.0,4.4,suburban,student,widowed,christian,center,homosexual,2.7,sports,yes,east,1.6,no,high
1548,41–60,5.9,1,5.5,8,2.0,8.4,2.7,urban,employed,married,muslim,right,homosexual,2.4,reality,yes,north,6.4,no,medium
1549,41–60,6.8,4,9.3,1,2.0,6.6,5.3,suburban,unemployed,single,hindu,center,bisexual,2.0,news,no,south,8.3,no,low
1550,60+,6.1,1,5.9,3,5.7,6.1,2.6,urban,unemployed,single,muslim,left,heterosexual,3.2,news,yes,north,4.3,no,medium
1551,26–40,8.5,1,1.9,5,8.9,5.9,4.8,suburban,retired,married,hindu,right,heterosexual,0.3,comedy,yes,east,3.8,yes,high
1552,60+,7.6,5,9.4,6,8.0,3.6,4.4,suburban,unemployed,single,none,center,heterosexual,3.2,news,yes,west,6.8,yes,medium
1553,18–25,7.0,1,2.2,5,8.9,9.4,3.0,urban,student,single,hindu,center,other,1.8,news,no,north,3.8,yes,high
1554,26–40,5.9,6,10.0,6,6.1,3.1,6.8,suburban,unemployed,widowed,none,left,other,2.1,sports,yes,west,1.6,no,high
1555,26–40,8.7,3,4.9,3,3.0,7.0,5.3,suburban,student,divorced,hindu,center,bisexual,3.7,news,yes,east,7.3,no,low
1556,26–40,7.1,6,1.7,3,1.3,3.3,2.8,urban,unemployed,widowed,hindu,left,bisexual,0.3,comedy,no,east,6.3,no,medium
1557,26–40,6.7,2,8.8,5,9.5,9.9,5.9,suburban,unemployed,divorced,hindu,other,heterosexual,2.7,drama,yes,east,3.7,yes,high
1558,18–25,6.8,0,1.8,1,5.3,9.2,3.5,rural,student,widowed,christian,center,homosexual,0.7,comedy,no,south,7.7,no,low
1559,41–60,6.7,0,2.6,6,8.7,3.4,3.4,rural,student,married,muslim,right,other,3.7,comedy,yes,north,1.6,yes,high
1560,26–40,8.0,3,4.8,7,7.6,9.9,5.4,suburban,unemployed,divorced,hindu,left,homosexual,4.2,drama,no,north,5.0,yes,medium
1561,60+,8.4,5,7.1,7,8.5,6.6,5.0,rural,student,single,none,left,heterosexual,2.8,sports,yes,south,4.3,yes,medium
1562,18–25,5.9,3,2.1,5,2.9,7.6,3.6,urban,retired,single,hindu,center,bisexual,3.2,reality,no,south,7.3,no,low
1563,26–40,6.2,0,6.6,6,7.1,3.5,6.4,suburban,student,widowed,christian,left,heterosexual,-0.5,reality,no,north,4.9,yes,medium
1564,26–40,6.3,4,8.0,7,7.5,2.9,2.8,urban,student,divorced,christian,other,homosexual,1.2,comedy,yes,east,5.3,yes,medium
1565,26–40,7.4,0,2.1,6,6.0,8.7,6.1,urban,employed,married,christian,left,homosexual,2.0,sports,yes,north,5.4,no,medium
1566,41–60,8.2,0,6.8,8,8.5,3.5,2.9,suburban,student,married,hindu,other,other,2.4,sports,no,east,4.1,yes,medium
1567,18–25,5.4,6,9.6,3,9.9,9.3,4.6,suburban,student,divorced,hindu,right,other,1.4,sports,yes,west,6.0,yes,medium
1568,18–25,5.7,2,9.7,7,1.1,4.3,3.5,suburban,employed,married,hindu,left,other,1.4,sports,no,west,7.5,no,low
1569,41–60,6.6,0,2.5,4,5.1,1.1,5.2,suburban,student,widowed,muslim,right,other,1.1,comedy,yes,east,6.9,no,medium
1570,26–40,7.6,0,7.8,4,7.8,6.3,0.9,suburban,employed,married,hindu,other,homosexual,2.0,news,no,north,4.9,yes,medium
1571,18–25,5.9,6,8.6,8,7.5,4.2,2.4,urban,unemployed,single,other,left,other,0.9,reality,yes,south,4.1,yes,medium
1572,26–40,6.5,1,9.0,9,5.2,9.8,4.9,suburban,unemployed,divorced,christian,other,heterosexual,-0.3,reality,no,south,2.4,no,high
1573,26–40,6.1,3,3.9,8,8.6,4.5,5.3,urban,retired,divorced,hindu,other,heterosexual,-1.4,drama,yes,west,5.5,yes,medium
1574,41–60,7.9,6,3.4,2,7.1,3.8,3.0,suburban,unemployed,single,muslim,right,homosexual,2.6,comedy,yes,east,7.6,yes,low
1575,18–25,6.9,0,1.4,10,5.9,6.1,5.6,urban,student,single,none,right,homosexual,2.1,reality,yes,north,3.7,no,high
1576,26–40,6.1,0,4.6,4,3.5,7.6,3.0,suburban,employed,divorced,christian,right,homosexual,2.0,comedy,no,west,5.5,no,medium
1577,26–40,5.6,4,2.1,5,4.3,9.7,4.8,urban,unemployed,divorced,hindu,other,homosexual,3.2,comedy,yes,north,7.6,no,low
1578,41–60,6.5,6,8.1,4,9.9,1.6,3.8,suburban,student,single,hindu,other,bisexual,0.1,sports,yes,south,1.7,yes,high
1579,41–60,6.7,0,2.3,5,9.2,4.8,1.7,rural,unemployed,married,none,right,heterosexual,1.8,drama,no,north,0.1,yes,high
1580,26–40,8.0,2,8.4,1,7.3,7.0,6.6,urban,retired,widowed,muslim,other,bisexual,3.7,comedy,yes,south,4.5,yes,medium
1581,26–40,8.2,5,2.0,3,8.7,1.0,3.2,suburban,unemployed,single,other,right,homosexual,1.5,reality,yes,east,3.3,yes,high
1582,18–25,5.6,4,5.3,4,2.2,5.4,2.9,urban,unemployed,widowed,none,center,homosexual,1.8,reality,yes,west,8.5,no,low
1583,26–40,8.2,0,4.5,5,3.4,8.3,3.4,suburban,student,married,muslim,left,other,3.2,drama,yes,north,6.2,no,medium
1584,18–25,7.9,5,6.4,2,9.0,1.5,3.4,suburban,employed,divorced,muslim,center,bisexual,1.7,comedy,yes,north,5.7,yes,medium
1585,41–60,6.4,2,5.7,8,5.2,4.1,4.3,suburban,retired,divorced,hindu,other,bisexual,-0.2,sports,yes,south,1.6,no,high
1586,41–60,7.9,3,6.4,3,6.3,4.6,3.3,urban,employed,divorced,hindu,left,bisexual,1.8,drama,yes,west,4.9,no,medium
1587,26–40,6.0,0,1.0,3,9.0,7.4,3.2,urban,employed,divorced,christian,other,other,1.2,comedy,no,east,2.9,yes,high
1588,26–40,7.5,3,2.1,5,4.6,3.7,4.7,suburban,employed,divorced,hindu,other,homosexual,0.5,drama,no,east,5.8,no,medium
1589,18–25,9.9,0,5.7,4,5.3,3.2,4.0,urban,retired,single,hindu,left,heterosexual,3.6,sports,no,west,6.2,no,medium
1590,41–60,7.3,4,3.1,2,2.0,2.0,4.7,suburban,retired,divorced,muslim,other,heterosexual,2.2,news,yes,south,5.6,no,medium
1591,41–60,6.6,4,1.7,8,9.9,10.0,3.6,rural,student,widowed,hindu,other,bisexual,3.2,news,yes,east,6.7,yes,medium
1592,26–40,5.4,5,3.0,5,9.8,5.2,4.5,suburban,student,divorced,hindu,other,other,0.1,news,yes,north,4.1,yes,medium
1593,26–40,7.1,2,8.0,13,3.7,1.4,1.7,suburban,student,widowed,hindu,right,other,1.6,sports,no,north,3.8,no,high
1594,26–40,8.2,1,5.9,3,8.7,1.7,5.6,urban,retired,widowed,other,other,bisexual,3.1,sports,no,south,3.1,yes,high
1595,18–25,6.1,6,2.7,9,7.6,2.2,3.4,urban,retired,divorced,other,left,bisexual,2.6,drama,yes,east,1.3,yes,high
1596,18–25,7.6,5,1.1,5,2.3,2.9,3.7,suburban,unemployed,divorced,christian,center,homosexual,3.5,reality,yes,west,8.3,no,low
1597,26–40,6.7,5,4.2,3,1.2,7.7,4.8,rural,employed,married,none,left,bisexual,1.5,sports,yes,east,7.5,no,low
1598,18–25,6.5,2,4.2,4,1.1,6.0,4.4,urban,student,divorced,muslim,left,homosexual,2.1,sports,no,north,7.2,no,low
1599,18–25,7.6,0,7.6,7,1.6,8.0,5.0,urban,unemployed,widowed,christian,center,other,2.2,news,yes,south,8.2,no,low
1600,18–25,4.7,3,9.3,7,6.6,1.2,6.1,suburban,retired,married,muslim,other,heterosexual,2.3,news,no,west,0.8,no,high
1601,26–40,6.8,3,4.3,2,5.4,3.4,3.6,rural,unemployed,widowed,none,center,homosexual,2.1,news,yes,south,1.1,no,high
1602,41–60,8.2,0,7.2,2,10.0,4.6,3.9,suburban,unemployed,married,none,center,bisexual,1.5,reality,yes,west,5.6,yes,medium
1603,18–25,6.8,1,6.7,4,3.6,4.9,8.0,urban,retired,widowed,christian,right,homosexual,2.9,news,yes,west,3.8,no,high
1604,41–60,7.0,1,4.8,4,7.5,1.5,3.3,urban,employed,divorced,other,right,other,2.8,news,yes,north,3.4,yes,high
1605,26–40,6.8,1,1.6,9,4.5,5.6,3.0,rural,retired,married,other,left,other,2.3,reality,yes,north,4.4,no,medium
1606,26–40,9.3,0,5.3,4,1.9,3.6,5.2,suburban,student,widowed,other,left,homosexual,1.1,news,yes,west,6.1,no,medium
1607,18–25,7.5,6,4.2,9,8.9,2.7,5.4,urban,unemployed,divorced,hindu,right,homosexual,1.7,drama,no,east,6.4,yes,medium
1608,26–40,5.5,4,6.0,6,4.6,7.0,5.3,suburban,student,married,hindu,center,homosexual,0.2,drama,no,west,4.1,no,medium
1609,18–25,6.0,5,2.1,7,9.3,1.8,3.0,suburban,unemployed,single,christian,center,homosexual,1.4,comedy,no,west,6.4,yes,medium
1610,26–40,7.1,4,7.5,8,9.4,8.8,3.8,suburban,unemployed,divorced,hindu,center,other,2.0,drama,yes,west,4.7,yes,medium
1611,41–60,8.5,0,8.1,2,8.4,9.1,4.0,rural,student,widowed,muslim,other,other,3.1,reality,yes,south,7.3,yes,low
1612,41–60,7.8,4,4.5,4,1.2,3.9,3.6,urban,unemployed,divorced,christian,right,homosexual,1.2,news,no,north,3.4,no,high
1613,41–60,8.2,6,2.6,2,9.7,9.9,4.2,rural,retired,widowed,christian,other,heterosexual,1.4,comedy,yes,west,5.0,yes,medium
1614,18–25,5.6,1,6.6,4,2.1,4.6,3.5,rural,retired,widowed,none,center,other,3.1,sports,yes,south,3.4,no,high
1615,26–40,7.8,4,9.6,7,9.4,9.7,6.3,urban,unemployed,widowed,none,other,other,3.5,sports,no,south,3.7,yes,high
1616,18–25,6.1,0,7.3,7,6.5,9.9,2.5,urban,unemployed,widowed,christian,left,heterosexual,1.7,drama,yes,east,6.8,no,medium
1617,41–60,6.9,5,2.1,2,4.4,8.4,6.6,suburban,retired,married,other,right,heterosexual,2.8,comedy,no,north,5.4,no,medium
1618,60+,8.0,4,4.6,2,7.5,2.1,2.1,urban,employed,single,none,center,bisexual,1.0,sports,yes,east,6.2,yes,medium
1619,41–60,6.3,4,9.2,2,5.6,6.3,7.0,suburban,unemployed,divorced,hindu,left,heterosexual,2.2,sports,no,west,6.7,no,medium
1620,18–25,5.3,4,6.7,6,8.2,7.6,5.4,suburban,retired,widowed,christian,other,bisexual,2.0,sports,yes,west,6.5,yes,medium
1621,26–40,6.6,4,2.3,2,5.6,1.7,3.0,suburban,employed,married,muslim,left,heterosexual,0.7,drama,no,north,2.2,no,high
1622,18–25,7.1,5,7.5,9,4.3,9.0,4.0,rural,employed,married,christian,center,homosexual,2.4,drama,yes,west,8.0,no,low
1623,18–25,7.8,0,4.2,3,4.2,8.7,5.1,rural,student,widowed,muslim,right,homosexual,1.4,comedy,yes,north,7.7,no,low
1624,18–25,5.9,2,5.4,5,4.2,9.4,5.1,urban,employed,divorced,none,right,heterosexual,4.1,drama,yes,south,7.5,no,low
1625,26–40,6.3,4,4.7,3,5.3,5.6,3.8,urban,unemployed,widowed,other,center,heterosexual,1.3,drama,yes,north,5.5,no,medium
1626,26–40,7.3,2,7.5,1,2.0,3.9,2.5,suburban,employed,married,muslim,right,bisexual,-0.0,reality,yes,south,3.4,no,high
1627,26–40,7.7,5,3.0,8,7.0,5.6,5.6,urban,student,divorced,other,left,bisexual,2.1,drama,yes,north,5.8,no,medium
1628,26–40,7.2,0,4.5,2,4.1,7.6,4.4,suburban,retired,single,muslim,center,bisexual,2.9,comedy,yes,north,6.3,no,medium
1629,41–60,6.8,3,7.7,6,6.1,4.7,6.1,rural,student,single,other,other,other,1.7,drama,yes,south,4.3,no,medium
1630,18–25,6.1,6,7.3,10,5.7,4.2,3.8,suburban,retired,single,muslim,right,homosexual,2.5,drama,yes,east,5.5,no,medium
1631,18–25,8.1,2,2.8,9,8.7,1.7,4.3,suburban,unemployed,single,christian,other,heterosexual,2.9,reality,yes,south,5.2,yes,medium
1632,26–40,8.5,0,4.2,6,8.8,5.0,6.1,rural,retired,widowed,christian,right,bisexual,1.6,comedy,yes,north,4.2,yes,medium
1633,26–40,6.3,3,1.1,3,9.9,4.5,4.4,suburban,employed,married,none,right,heterosexual,5.1,sports,yes,west,5.9,yes,medium
1634,18–25,6.4,4,5.8,2,3.2,7.0,2.1,urban,retired,married,christian,center,heterosexual,1.7,reality,no,east,6.8,no,medium
1635,41–60,7.8,5,3.5,4,1.3,4.9,1.8,urban,employed,married,hindu,center,other,4.3,drama,yes,west,7.0,no,low
1636,26–40,7.2,5,1.1,4,4.8,1.0,1.4,urban,student,divorced,none,left,heterosexual,3.2,news,no,north,6.7,no,medium
1637,26–40,7.7,0,4.8,6,9.1,5.4,2.7,urban,student,single,christian,other,other,4.0,reality,yes,east,4.8,yes,medium
1638,26–40,7.3,1,9.3,1,6.4,8.0,3.4,suburban,retired,divorced,christian,other,other,2.9,reality,no,east,4.9,no,medium
1639,26–40,7.5,3,9.3,3,4.4,9.5,5.3,urban,student,single,hindu,center,other,2.5,comedy,yes,north,8.6,no,low
1640,26–40,6.5,1,4.3,3,7.9,2.7,5.5,urban,student,divorced,other,center,homosexual,1.1,sports,yes,west,1.5,yes,high
1641,26–40,4.6,5,5.0,4,7.4,4.8,0.9,urban,student,married,christian,other,other,1.5,sports,yes,west,4.1,yes,medium
1642,26–40,7.2,5,3.2,3,7.4,8.6,4.9,suburban,employed,married,muslim,other,homosexual,0.9,sports,yes,north,9.6,yes,low
1643,60+,7.8,4,1.6,6,5.6,1.4,3.4,urban,retired,married,other,right,other,2.4,reality,yes,east,7.1,no,low
1644,26–40,7.3,4,7.2,3,5.8,4.1,4.5,suburban,employed,divorced,muslim,right,other,3.4,news,yes,east,6.9,no,medium
1645,41–60,6.1,2,8.2,5,6.0,6.3,6.9,rural,retired,widowed,other,center,other,2.3,comedy,yes,north,3.5,no,high
1646,26–40,6.3,5,8.9,6,6.0,4.1,2.8,urban,employed,married,muslim,other,other,2.8,news,yes,west,2.4,no,high
1647,26–40,9.9,4,9.4,1,2.9,5.4,4.7,urban,unemployed,married,christian,right,bisexual,3.5,sports,no,west,6.9,no,medium
1648,18–25,7.4,2,9.2,7,3.2,9.5,5.6,urban,unemployed,single,muslim,right,heterosexual,1.3,reality,yes,west,7.4,no,low
1649,41–60,4.2,3,1.2,4,4.4,1.2,4.1,urban,unemployed,divorced,christian,other,other,2.9,sports,yes,north,5.8,no,medium
1650,41–60,6.3,1,9.8,3,8.7,1.7,3.1,urban,employed,divorced,hindu,other,bisexual,3.6,news,yes,south,1.2,yes,high
1651,18–25,6.7,3,4.4,4,5.2,2.8,3.0,urban,retired,married,muslim,center,heterosexual,3.1,sports,no,north,5.2,no,medium
1652,18–25,5.5,6,9.0,1,9.3,4.5,3.3,urban,employed,widowed,none,other,heterosexual,3.8,drama,no,south,4.0,yes,medium
1653,60+,6.8,1,5.0,4,8.1,5.2,4.4,suburban,retired,divorced,none,center,heterosexual,3.6,comedy,no,west,4.2,yes,medium
1654,41–60,6.4,0,4.8,1,8.8,1.3,3.0,suburban,unemployed,widowed,muslim,right,homosexual,0.9,news,yes,north,3.2,yes,high
1655,26–40,7.2,3,1.1,2,2.2,8.9,4.9,rural,employed,widowed,christian,left,other,1.6,drama,yes,south,6.7,no,medium
1656,26–40,6.7,6,1.5,3,2.3,7.8,4.6,suburban,retired,married,other,left,homosexual,2.6,sports,yes,west,6.7,no,medium
1657,41–60,6.2,0,7.0,4,3.1,3.4,1.4,rural,retired,widowed,hindu,other,heterosexual,2.1,comedy,yes,west,4.4,no,medium
1658,18–25,6.6,1,9.4,8,7.0,3.3,5.7,suburban,student,divorced,muslim,center,bisexual,-0.6,comedy,yes,west,4.6,no,medium
1659,41–60,8.0,5,3.0,5,5.3,1.2,7.3,suburban,retired,widowed,hindu,left,bisexual,-0.9,comedy,yes,north,6.3,no,medium
1660,26–40,7.1,5,1.8,5,2.5,4.6,3.3,suburban,unemployed,single,christian,right,homosexual,-0.4,reality,no,west,5.2,no,medium
1661,41–60,6.7,2,2.9,6,7.7,3.3,5.4,suburban,employed,divorced,none,right,other,3.2,comedy,yes,west,2.1,yes,high
1662,18–25,7.4,3,2.9,5,5.7,6.6,6.0,suburban,student,married,christian,center,heterosexual,2.5,drama,no,east,7.2,no,low
1663,26–40,7.0,3,3.6,6,7.6,5.9,5.1,suburban,unemployed,divorced,christian,left,other,1.7,news,yes,south,2.9,yes,high
1664,26–40,5.7,2,1.9,12,9.2,9.6,4.8,suburban,employed,divorced,muslim,right,homosexual,1.3,drama,yes,west,3.5,yes,high
1665,41–60,7.8,2,3.1,4,9.2,8.2,1.5,suburban,employed,widowed,hindu,right,bisexual,3.0,sports,yes,north,4.5,yes,medium
1666,41–60,6.3,4,9.3,2,3.7,1.7,3.6,urban,student,single,other,other,bisexual,2.8,reality,yes,south,5.3,no,medium
1667,41–60,6.6,6,9.0,3,2.4,7.3,3.8,urban,unemployed,widowed,hindu,left,homosexual,0.2,reality,yes,west,7.4,no,low
1668,41–60,5.2,5,3.8,7,4.9,2.0,6.0,urban,employed,widowed,other,other,heterosexual,0.9,sports,no,west,5.9,no,medium
1669,26–40,8.0,4,10.0,4,1.8,3.9,2.1,rural,student,widowed,none,right,homosexual,1.6,news,no,south,9.1,no,low
1670,18–25,7.1,1,3.7,7,1.4,6.0,6.9,rural,employed,widowed,hindu,right,homosexual,1.4,reality,yes,south,6.1,no,medium
1671,26–40,7.3,5,7.5,5,9.8,5.5,6.5,urban,employed,widowed,other,left,homosexual,1.6,sports,yes,south,3.4,yes,high
1672,41–60,8.0,3,6.8,1,9.7,7.2,2.5,urban,unemployed,divorced,hindu,left,heterosexual,1.3,sports,yes,north,5.2,yes,medium
1673,18–25,8.0,2,1.6,4,4.2,8.3,2.1,rural,unemployed,single,christian,center,heterosexual,1.0,sports,no,south,5.9,no,medium
1674,26–40,6.2,2,4.1,9,8.4,8.5,5.6,suburban,employed,single,none,left,bisexual,2.5,sports,no,north,3.9,yes,high
1675,18–25,7.0,6,9.6,4,3.0,1.5,3.6,urban,retired,single,hindu,center,other,2.4,comedy,yes,west,7.3,no,low
1676,18–25,6.9,5,1.5,7,4.8,6.8,3.6,urban,employed,married,christian,other,heterosexual,-0.4,news,yes,south,4.6,no,medium
1677,41–60,6.8,0,2.6,6,7.5,9.7,5.5,suburban,retired,single,christian,left,heterosexual,1.2,sports,yes,east,3.9,yes,high
1678,41–60,6.0,6,9.7,1,6.0,7.8,2.2,urban,unemployed,divorced,none,other,heterosexual,-0.3,comedy,no,north,6.0,no,medium
1679,26–40,8.7,6,1.4,3,8.4,5.7,5.5,suburban,employed,widowed,hindu,other,homosexual,3.9,comedy,no,west,7.2,yes,low
1680,41–60,8.2,4,5.0,5,9.8,10.0,2.1,suburban,employed,widowed,muslim,center,other,2.0,drama,no,north,6.6,yes,medium
1681,18–25,7.5,5,9.3,7,1.1,1.4,2.1,suburban,employed,divorced,muslim,right,bisexual,1.5,sports,yes,north,8.1,no,low
1682,18–25,8.6,5,9.5,2,9.3,1.8,5.4,urban,student,widowed,muslim,center,bisexual,2.5,comedy,no,north,3.5,yes,high
1683,41–60,7.6,0,9.8,7,4.7,7.9,5.0,rural,student,widowed,christian,center,homosexual,3.3,drama,no,south,8.0,no,low
1684,26–40,6.6,2,5.3,6,4.7,5.9,0.7,urban,unemployed,single,hindu,other,bisexual,-0.3,drama,yes,east,4.8,no,medium
1685,26–40,6.5,3,1.8,4,1.0,2.1,5.3,suburban,employed,single,other,right,homosexual,1.0,sports,yes,east,6.8,no,medium
1686,41–60,7.5,3,8.0,7,8.5,4.4,6.9,urban,employed,single,hindu,left,homosexual,2.0,reality,yes,west,4.7,yes,medium
1687,41–60,5.3,0,7.4,8,7.8,1.6,4.2,urban,retired,married,none,left,heterosexual,0.6,comedy,no,west,1.5,yes,high
1688,41–60,8.0,6,6.2,5,9.0,5.7,5.9,suburban,student,single,other,other,heterosexual,1.2,reality,no,east,5.1,yes,medium
1689,41–60,5.0,4,9.0,3,2.5,1.9,3.7,urban,unemployed,single,none,center,heterosexual,-0.1,drama,no,east,6.2,no,medium
1690,26–40,8.3,1,9.2,3,2.9,1.1,5.6,suburban,unemployed,single,hindu,left,other,0.9,reality,yes,north,5.9,no,medium
1691,26–40,7.6,5,7.1,3,3.7,3.9,0.0,urban,employed,single,none,center,other,1.0,reality,yes,west,6.9,no,medium
1692,41–60,9.3,3,2.0,5,5.8,3.1,3.1,suburban,employed,single,christian,right,bisexual,3.9,sports,no,east,7.3,no,low
1693,26–40,7.2,1,1.9,6,4.1,4.3,8.3,urban,student,divorced,muslim,left,other,2.8,drama,yes,east,7.0,no,low
1694,18–25,7.8,5,4.7,3,3.7,4.2,6.3,rural,retired,divorced,hindu,left,heterosexual,0.4,news,yes,east,6.2,no,medium
1695,26–40,7.8,4,3.6,9,2.6,6.7,3.5,suburban,student,divorced,other,left,other,1.3,comedy,no,west,5.9,no,medium
1696,41–60,5.9,0,2.2,6,2.4,7.1,4.0,suburban,unemployed,widowed,other,other,bisexual,2.4,sports,no,north,3.8,no,high
1697,18–25,5.7,6,6.5,7,5.3,2.1,2.3,suburban,student,widowed,none,right,heterosexual,1.1,sports,yes,north,6.0,no,medium
1698,41–60,5.9,4,7.2,5,5.0,5.4,4.0,suburban,student,married,muslim,center,other,1.2,news,yes,south,7.6,no,low
1699,18–25,7.0,2,7.3,8,8.1,9.0,1.4,urban,unemployed,widowed,hindu,center,heterosexual,4.0,sports,no,west,5.4,yes,medium
1700,26–40,7.0,4,2.6,5,8.4,2.3,4.8,rural,unemployed,married,christian,right,bisexual,0.5,drama,no,south,3.9,yes,high
1701,41–60,7.0,0,3.8,5,7.3,9.7,3.2,suburban,unemployed,divorced,none,center,bisexual,4.5,sports,yes,east,6.4,yes,medium
1702,18–25,7.6,0,2.8,3,8.5,1.2,5.1,rural,employed,single,hindu,other,heterosexual,0.5,sports,yes,north,1.7,yes,high
1703,18–25,6.1,4,6.4,5,2.0,1.9,3.1,suburban,retired,single,hindu,center,homosexual,-0.5,news,yes,west,5.6,no,medium
1704,41–60,8.0,5,6.1,5,5.1,2.6,3.1,urban,employed,married,muslim,other,bisexual,4.0,comedy,yes,north,4.2,no,medium
1705,41–60,7.5,0,5.5,5,3.6,5.2,5.4,suburban,student,married,other,other,other,2.4,comedy,yes,south,6.2,no,medium
1706,26–40,8.9,2,3.7,7,3.3,3.7,3.3,urban,retired,single,muslim,right,bisexual,1.8,reality,yes,east,4.3,no,medium
1707,18–25,7.5,1,3.1,7,7.4,4.8,3.4,urban,student,married,none,other,heterosexual,2.5,drama,no,north,5.8,yes,medium
1708,26–40,6.9,4,9.0,7,8.5,9.5,6.3,suburban,student,single,none,left,heterosexual,0.3,news,no,south,5.0,yes,medium
1709,26–40,9.6,0,1.4,4,2.0,4.1,6.2,suburban,employed,divorced,muslim,other,bisexual,1.3,comedy,no,south,9.0,no,low
1710,18–25,6.9,6,6.9,5,2.1,8.6,5.3,urban,retired,married,hindu,center,heterosexual,3.1,news,no,west,4.5,no,medium
1711,26–40,7.3,5,1.2,9,6.8,1.7,4.0,urban,employed,divorced,other,right,homosexual,1.2,reality,yes,east,5.3,no,medium
1712,26–40,7.5,5,2.7,5,2.3,8.3,7.7,suburban,unemployed,married,none,center,bisexual,1.2,comedy,yes,east,8.2,no,low
1713,26–40,8.1,5,3.6,4,7.9,9.1,6.1,urban,unemployed,divorced,muslim,left,homosexual,3.4,news,yes,north,5.6,yes,medium
1714,18–25,7.1,1,9.0,4,8.5,3.6,3.0,rural,employed,divorced,none,other,bisexual,1.9,drama,yes,north,6.7,yes,medium
1715,18–25,10.3,2,2.2,9,5.7,5.9,5.1,urban,employed,widowed,other,left,homosexual,2.4,drama,yes,south,8.5,no,low
1716,60+,6.3,4,9.4,9,9.2,2.7,2.5,rural,employed,widowed,christian,other,other,0.3,reality,yes,north,4.8,yes,medium
1717,60+,8.8,0,8.3,6,1.2,1.8,4.7,rural,student,married,christian,left,heterosexual,2.0,comedy,yes,east,4.9,no,medium
1718,26–40,5.2,1,7.1,3,3.0,7.9,3.7,rural,retired,married,hindu,left,heterosexual,3.7,comedy,no,west,4.9,no,medium
1719,41–60,5.8,2,4.7,7,8.0,6.7,3.2,urban,retired,divorced,hindu,left,bisexual,-0.2,drama,yes,north,2.9,yes,high
1720,41–60,5.1,3,9.1,5,9.6,7.8,4.7,urban,unemployed,divorced,christian,left,bisexual,0.8,reality,no,north,4.8,yes,medium
1721,18–25,5.9,0,5.8,4,9.6,5.0,2.7,urban,retired,single,other,left,homosexual,3.5,sports,no,north,0.3,yes,high
1722,26–40,5.0,5,4.3,8,1.0,3.2,3.6,rural,retired,widowed,muslim,left,heterosexual,2.5,drama,no,west,6.4,no,medium
1723,26–40,7.1,5,6.3,8,6.7,4.8,4.7,rural,retired,divorced,muslim,other,heterosexual,1.0,drama,yes,east,5.7,no,medium
1724,26–40,5.9,2,3.1,4,1.2,1.6,4.2,urban,student,married,other,center,homosexual,1.9,news,no,north,3.7,no,high
1725,26–40,8.8,6,3.5,3,7.3,3.6,3.7,urban,unemployed,single,muslim,right,other,1.6,reality,yes,north,6.6,yes,medium
1726,60+,7.6,6,9.3,8,7.9,3.7,3.6,suburban,employed,widowed,hindu,right,other,-0.7,sports,no,west,4.8,yes,medium
1727,41–60,7.1,1,8.1,8,8.7,7.4,3.6,urban,retired,single,muslim,center,other,2.1,reality,yes,east,4.3,yes,medium
1728,41–60,7.3,6,5.6,6,5.8,1.5,6.4,suburban,retired,divorced,muslim,other,bisexual,0.1,reality,yes,east,5.3,no,medium
1729,41–60,7.8,5,4.7,7,8.7,3.2,5.6,rural,student,single,hindu,other,homosexual,2.3,drama,yes,west,4.0,yes,medium
1730,41–60,8.4,4,8.3,7,9.3,3.5,1.5,suburban,unemployed,married,none,right,homosexual,0.1,drama,no,west,4.1,yes,medium
1731,26–40,6.4,1,6.1,4,5.8,6.0,2.5,suburban,retired,married,christian,right,other,3.0,drama,yes,north,5.5,no,medium
1732,18–25,6.2,5,4.7,7,5.7,3.2,2.2,urban,student,divorced,muslim,left,homosexual,1.9,news,yes,north,6.9,no,medium
1733,26–40,7.5,4,5.6,3,5.6,2.2,3.3,urban,employed,single,christian,center,homosexual,0.6,sports,no,east,6.4,no,medium
